enroll_id,student_id,course_id,enroll_date,status,attendance_rate,homework_completion_rate
1145,398,5,2024-09-28,dropped,99.6,93.4
1146,398,2,2025-08-02,no_show,48.9,53.8
1147,398,4,2024-10-28,completed,82.3,78.8
1148,398,3,2024-12-09,dropped,45.1,49.7
1149,398,1,2024-12-29,active,68.5,88.8
1150,399,5,2024-09-19,active,51.0,96.4
1151,399,1,2025-06-07,completed,89.9,99.4
1152,399,2,2025-06-06,completed,80.3,73.7
1153,400,4,2025-01-02,no_show,76.8,89.7
1154,400,5,2024-09-01,active,58.8,40.2
1155,400,3,2024-12-23,no_show,50.2,97.3
1156,400,1,2025-01-27,no_show,53.8,37.1
1157,401,1,2025-07-09,completed,57.9,50.4
1158,401,2,2025-03-11,active,96.8,51.7
1159,401,3,2025-02-27,active,65.4,35.8
1160,401,5,2025-07-11,dropped,61.1,48.7
1161,402,1,2024-09-14,dropped,73.3,75.4
1162,402,5,2025-06-25,dropped,53.7,59.0
1163,402,4,2024-12-13,completed,52.0,34.9
1164,402,4,2024-11-02,completed,65.8,31.3
1165,403,3,2025-04-29,no_show,81.7,87.7
1166,404,4,2024-09-30,completed,49.3,56.5
1167,404,3,2025-07-31,completed,89.3,98.2
1168,405,1,2025-07-07,completed,68.3,84.3
1169,405,1,2025-04-19,dropped,63.9,58.6
1170,405,1,2025-07-08,dropped,74.4,88.9
1171,405,1,2024-11-22,active,59.2,75.6
1172,406,3,2025-05-08,dropped,60.1,44.0
1173,406,5,2025-04-11,completed,44.3,99.0
1174,406,5,2025-07-13,completed,66.5,57.5
1175,407,1,2025-06-02,completed,75.8,40.0
1176,407,4,2024-12-17,active,58.2,86.3
1177,407,3,2025-06-01,dropped,48.3,70.3
1178,407,5,2024-12-07,dropped,58.5,41.9
1179,408,1,2024-09-29,active,71.0,30.4
1180,408,5,2025-02-15,active,92.1,95.5
1181,408,5,2025-08-05,active,70.1,62.1
1182,408,3,2025-01-04,no_show,96.2,30.8
1183,408,3,2024-12-27,active,68.2,91.5
1184,409,1,2025-03-09,completed,90.9,51.3
1185,409,5,2024-12-17,active,70.8,62.1
1186,409,4,2025-08-22,dropped,43.4,38.3
1187,409,1,2024-11-23,dropped,52.3,38.8
1188,409,3,2025-03-14,no_show,91.9,33.4
1189,410,4,2025-08-22,active,77.1,72.3
1190,410,4,2025-04-04,dropped,75.1,37.8
1191,411,3,2025-03-13,no_show,74.1,83.7
1192,411,5,2025-07-20,completed,81.8,46.3
1193,412,3,2025-05-08,dropped,65.9,34.3
1194,412,2,2024-09-30,completed,67.3,36.4
1195,412,5,2024-12-18,dropped,44.6,58.6
1196,412,3,2025-04-14,dropped,53.5,82.1
1197,412,5,2025-07-24,dropped,80.3,75.9
1198,413,5,2025-08-17,dropped,66.4,43.1
1199,413,5,2025-06-05,completed,75.3,86.9
1200,413,3,2025-07-17,completed,59.3,96.6
1201,413,5,2025-08-19,no_show,61.7,52.6
1202,414,4,2025-07-04,no_show,80.9,33.1
1203,415,3,2025-07-26,dropped,56.4,95.1
1204,415,1,2024-12-19,active,96.2,69.0
1205,416,4,2025-02-23,dropped,86.7,83.3
1206,416,1,2025-06-23,active,49.3,53.1
1207,416,3,2024-12-14,completed,83.5,96.5
1208,416,4,2025-03-28,active,51.4,98.4
1209,416,4,2024-09-13,active,91.7,89.7
1210,417,5,2024-11-25,active,66.8,52.8
1211,417,1,2024-12-22,dropped,80.5,63.4
1212,417,2,2024-12-02,active,81.9,97.1
1213,417,5,2025-03-08,active,45.1,47.4
1214,417,4,2025-04-17,no_show,58.9,47.6
1215,418,5,2025-01-26,active,87.3,74.3
1216,418,2,2025-04-11,active,51.1,38.3
1217,418,4,2024-12-25,completed,84.8,40.7
1218,419,5,2024-11-02,no_show,66.7,82.8
1219,419,4,2025-01-22,dropped,52.9,99.6
1220,419,4,2024-12-23,dropped,44.9,44.5
1221,419,5,2025-06-28,no_show,44.5,83.1
1222,420,2,2025-07-18,active,58.2,65.7
1223,420,3,2025-06-26,active,86.1,33.7
1224,421,1,2024-11-04,no_show,95.5,99.4
1225,421,2,2025-03-08,no_show,91.9,80.1
1226,422,3,2024-11-12,dropped,83.4,90.1
1227,423,5,2025-05-09,completed,60.8,75.7
1228,423,2,2025-02-13,active,92.2,82.8
1229,423,3,2025-04-05,completed,95.4,52.1
1230,423,1,2025-04-28,active,96.7,66.9
1231,424,1,2024-09-20,no_show,45.5,49.3
1232,424,2,2024-12-06,active,89.6,59.0
1233,425,4,2025-08-02,no_show,71.8,83.2
1234,425,2,2025-07-10,dropped,94.8,68.4
1235,425,5,2024-09-26,active,47.0,81.1
1236,425,1,2025-01-11,no_show,83.0,95.9
1237,426,2,2024-12-21,no_show,91.5,75.9
1238,426,4,2024-10-11,completed,61.7,99.3
1239,426,2,2024-10-25,dropped,76.4,96.9
1240,426,3,2025-01-20,no_show,55.7,39.8
1241,427,3,2024-12-11,active,42.9,69.5
1242,427,5,2025-08-05,active,42.8,77.4
1243,428,3,2025-01-18,dropped,75.0,62.6
1244,428,3,2024-11-16,no_show,76.2,32.3
1245,428,1,2024-09-21,dropped,40.3,85.5
1246,428,2,2024-10-19,no_show,69.2,100.0
1247,429,4,2025-08-26,dropped,65.1,67.5
1248,429,3,2025-06-27,no_show,43.3,83.0
1249,430,5,2025-05-08,completed,71.4,61.9
1250,430,4,2024-10-13,completed,47.7,57.7
1251,431,5,2024-10-26,no_show,49.4,88.2
1252,432,3,2024-09-13,no_show,48.0,91.4
1253,432,3,2025-01-11,dropped,72.3,46.9
1254,433,3,2024-12-23,active,62.8,91.7
1255,433,4,2024-12-09,active,55.0,70.7
1256,433,5,2025-02-21,completed,79.9,70.2
1257,433,5,2025-08-16,active,74.8,45.4
1258,433,1,2025-06-21,dropped,57.8,64.7
1259,434,5,2025-07-07,completed,97.6,63.1
1260,434,3,2024-10-22,active,49.8,30.2
1261,434,5,2025-03-12,active,69.2,42.9
1262,434,1,2025-05-26,active,88.4,68.3
1263,435,1,2024-10-20,active,85.1,74.1
1264,435,4,2025-01-05,completed,44.2,59.2
1265,435,4,2025-07-12,completed,94.7,69.6
1266,435,2,2024-12-27,completed,95.9,58.8
1267,436,3,2025-03-16,dropped,76.1,31.9
1268,436,4,2025-06-18,no_show,85.9,80.3
1269,436,1,2025-08-20,no_show,92.7,35.6
1270,436,5,2024-11-06,no_show,83.3,89.3
1271,436,1,2025-06-08,active,55.3,76.7
1272,437,4,2024-12-20,completed,46.9,56.3
1273,437,1,2024-12-18,dropped,94.2,71.0
1274,437,2,2025-02-27,active,75.3,72.6
1275,438,2,2024-09-05,completed,76.6,83.9
1276,438,3,2025-04-16,active,83.5,56.1
1277,438,1,2024-10-03,active,66.3,62.6
1278,438,2,2025-06-25,no_show,62.4,37.0
1279,439,1,2024-12-22,dropped,94.4,86.0
1280,439,4,2025-07-09,completed,47.5,75.1
1281,439,3,2025-08-17,dropped,58.4,98.7
1282,440,3,2024-09-25,dropped,61.4,88.8
1283,441,3,2025-02-05,completed,62.7,70.7
1284,441,4,2024-11-18,active,68.2,62.1
1285,441,2,2025-06-05,no_show,76.7,62.8
1286,442,4,2025-02-25,dropped,91.6,97.7
1287,442,3,2024-10-15,completed,90.6,96.5
1288,442,5,2024-12-28,dropped,71.4,45.0
1289,442,2,2025-01-07,no_show,77.9,52.3
1290,443,4,2025-05-08,completed,80.9,68.1
1291,444,1,2024-10-24,no_show,87.9,79.5
1292,444,4,2024-10-22,no_show,84.1,68.6
1293,444,4,2025-05-23,no_show,76.1,68.1
1294,444,4,2025-05-30,active,55.7,85.9
1295,445,3,2025-05-21,dropped,73.6,39.0
1296,445,1,2024-10-20,no_show,75.1,90.3
1297,446,3,2024-12-14,completed,71.5,49.1
1298,446,1,2024-09-06,active,80.5,55.9
1299,446,1,2025-07-25,dropped,95.2,35.2
1300,446,2,2024-09-08,no_show,96.5,63.4
1301,446,1,2025-04-06,completed,78.4,41.8
1302,447,2,2025-04-30,no_show,45.3,59.5
1303,447,4,2024-11-20,no_show,84.4,62.5
1304,448,1,2024-11-03,active,81.7,51.1
1305,449,3,2025-01-24,active,57.1,73.7
1306,449,1,2025-04-19,active,54.2,87.3
1307,449,3,2025-08-15,no_show,63.8,63.4
1308,450,3,2025-06-03,no_show,79.6,65.7
1309,451,3,2024-09-18,dropped,64.4,92.4
1310,452,5,2025-02-10,no_show,73.5,84.8
1311,452,1,2025-06-16,dropped,88.0,34.7
1312,452,1,2025-04-22,completed,84.3,98.1
1313,452,1,2024-09-02,active,77.4,96.7
1314,452,3,2025-05-13,dropped,78.2,91.0
1315,453,2,2024-09-27,completed,67.4,39.5
1316,453,1,2025-07-23,no_show,83.9,58.5
1317,454,2,2024-12-08,dropped,40.4,75.6
1318,455,1,2025-02-19,completed,47.7,52.4
1319,455,2,2024-09-10,completed,84.6,37.6
1320,456,4,2025-05-30,active,100.0,73.4
1321,457,1,2025-03-19,active,68.0,97.7
1322,458,1,2024-11-25,completed,82.2,80.7
1323,458,1,2024-12-05,active,78.8,47.7
1324,458,5,2024-09-16,dropped,74.6,33.8
1325,458,3,2024-12-08,no_show,63.3,51.2
1326,459,2,2025-03-23,no_show,69.5,77.7
1327,459,1,2025-04-08,no_show,97.8,64.6
1328,460,5,2025-04-12,completed,71.5,44.6
1329,460,3,2025-04-06,dropped,84.6,34.8
1330,460,4,2025-08-09,dropped,70.2,78.1
1331,460,2,2024-11-14,no_show,76.5,58.8
1332,461,4,2025-03-26,active,84.3,53.9
1333,461,5,2025-01-20,no_show,89.2,57.5
1334,462,3,2024-11-11,completed,56.7,64.9
1335,462,4,2024-10-22,no_show,44.8,58.9
1336,462,5,2025-05-09,dropped,84.1,64.8
1337,462,4,2024-12-13,no_show,92.7,88.6
1338,462,3,2025-06-06,dropped,52.2,57.3
1339,463,1,2025-03-24,dropped,56.3,76.5
1340,463,4,2025-04-28,no_show,45.8,71.0
1341,464,2,2025-05-12,no_show,71.1,41.2
1342,464,2,2024-10-11,active,42.4,68.9
1343,465,5,2025-06-24,no_show,47.7,53.4
1344,465,2,2025-07-13,active,69.2,59.5
1345,466,5,2024-12-04,no_show,47.3,31.5
1346,466,1,2024-09-18,no_show,46.3,81.2
1347,466,5,2024-11-24,no_show,43.1,73.9
1348,467,3,2025-03-25,dropped,88.7,53.7
1349,467,5,2024-09-20,active,84.5,56.5
1350,467,1,2024-10-24,completed,73.6,45.3
1351,468,2,2025-07-09,active,74.7,74.8
1352,468,3,2025-01-14,active,77.3,61.8
1353,468,2,2025-02-27,completed,90.4,66.7
1354,469,4,2025-01-05,no_show,50.0,99.4
1355,470,5,2025-07-12,no_show,50.1,56.2
1356,471,3,2024-09-22,completed,64.2,77.4
1357,471,3,2025-02-25,no_show,63.5,56.7
1358,472,3,2025-06-05,active,98.7,88.9
1359,472,3,2025-06-21,no_show,41.5,57.2
1360,472,5,2025-04-06,dropped,54.9,75.7
1361,473,2,2025-03-05,no_show,81.1,85.8
1362,473,2,2025-02-26,active,87.2,55.0
1363,473,2,2024-11-11,no_show,48.9,65.1
1364,473,5,2025-03-15,completed,92.3,78.2
1365,474,5,2025-01-28,completed,73.2,54.1
1366,474,5,2025-07-06,no_show,82.5,88.8
1367,474,5,2024-11-04,dropped,47.4,34.9
1368,474,2,2025-02-23,no_show,88.8,66.0
1369,475,2,2025-05-05,dropped,71.3,82.3
1370,475,5,2024-09-14,active,65.2,64.2
1371,476,5,2025-05-20,dropped,84.4,37.7
1372,476,4,2025-07-19,completed,84.9,65.7
1373,476,2,2025-06-11,no_show,62.0,89.1
1374,477,2,2025-05-07,dropped,60.1,73.9
1375,477,4,2024-11-28,active,59.9,74.1
1376,478,4,2024-10-11,dropped,58.3,64.9
1377,478,2,2024-09-07,dropped,59.6,51.0
1378,478,2,2025-01-07,active,69.2,30.8
1379,479,3,2024-12-04,dropped,73.0,33.4
1380,479,5,2024-09-29,active,68.5,77.9
1381,479,5,2024-11-30,no_show,82.7,32.1
1382,479,5,2025-01-14,active,96.4,53.6
1383,480,4,2025-08-15,completed,85.3,85.5
1384,480,4,2025-03-05,dropped,80.0,83.1
1385,480,4,2025-04-01,no_show,42.0,38.0
1386,480,5,2024-11-14,completed,72.2,37.7
1387,480,5,2025-03-17,no_show,93.7,81.2
1388,481,2,2025-03-06,no_show,47.0,85.7
1389,482,5,2024-09-28,no_show,74.5,76.9
1390,482,2,2025-02-17,no_show,67.6,93.9
1391,482,1,2025-04-06,completed,48.1,49.6
1392,483,1,2025-03-24,dropped,88.4,99.0
1393,483,4,2025-02-16,dropped,45.2,39.5
1394,483,5,2025-03-04,active,65.8,76.8
1395,483,2,2025-03-07,completed,94.0,90.6
1396,484,4,2025-07-01,dropped,45.8,69.7
1397,484,5,2024-12-12,no_show,92.0,94.5
1398,485,1,2024-10-31,completed,94.1,66.9
1399,485,5,2025-02-03,active,76.2,60.5
1400,486,2,2025-03-26,active,84.4,35.2
1401,486,2,2025-01-03,no_show,93.1,84.4
1402,486,4,2024-09-07,active,46.9,38.6
1403,486,1,2024-12-17,dropped,68.7,57.8
1404,487,2,2025-02-26,completed,87.3,88.4
1405,487,4,2024-10-18,completed,69.9,74.3
1406,488,3,2025-03-26,active,84.5,36.7
1407,488,3,2025-02-08,dropped,66.2,49.1
1408,488,5,2025-02-06,active,61.4,57.9
1409,488,4,2025-05-01,no_show,47.1,46.6
1410,488,4,2024-09-01,dropped,52.7,35.8
1411,489,4,2025-08-13,completed,99.8,80.0
1412,489,3,2025-02-08,active,50.9,46.9
1413,489,2,2025-06-07,completed,43.5,63.3
1414,490,2,2025-02-01,dropped,40.6,30.1
1415,490,1,2024-10-19,active,88.2,65.8
1416,490,4,2024-10-15,dropped,71.8,53.2
1417,490,1,2024-11-01,active,61.0,67.9
1418,490,3,2024-09-07,dropped,58.1,89.3
1419,491,3,2024-11-12,completed,57.2,37.3
1420,491,4,2025-01-14,completed,40.7,49.8
1421,492,2,2025-07-30,active,41.5,42.4
1422,492,4,2025-04-23,dropped,44.2,61.3
1423,492,5,2025-05-18,dropped,62.0,65.6
1424,493,2,2025-03-20,completed,84.8,53.8
1425,493,1,2024-10-02,dropped,76.5,78.9
1426,493,4,2025-04-16,dropped,94.6,36.8
1427,493,3,2024-09-11,active,99.1,54.3
1428,494,2,2025-03-25,no_show,65.2,95.7
1429,494,5,2024-12-02,completed,63.3,46.3
1430,495,2,2025-07-29,completed,59.0,39.7
1431,495,3,2024-11-15,completed,72.6,72.3
1432,495,2,2025-05-24,active,60.3,44.5
1433,496,2,2025-08-02,completed,61.1,57.7
1434,496,2,2025-05-26,no_show,52.3,75.1
1435,496,5,2025-07-03,no_show,81.7,73.4
1436,496,2,2025-07-04,no_show,89.2,31.6
1437,496,2,2025-01-30,dropped,76.8,82.2
1438,497,2,2024-12-01,no_show,68.5,94.7
1439,498,5,2024-12-07,no_show,54.8,34.8
1440,498,5,2025-03-28,dropped,76.7,80.1
1441,499,1,2025-02-05,no_show,61.7,98.9
1442,499,3,2025-02-26,active,73.3,97.0
1443,499,4,2025-01-21,active,53.6,45.9
1444,499,5,2025-05-18,dropped,96.4,85.4
1445,500,4,2025-03-17,dropped,45.6,34.9
1446,500,1,2024-09-01,no_show,42.1,86.4
1447,500,1,2024-08-30,active,56.1,50.3
1448,500,1,2025-01-17,completed,45.0,78.7
1449,500,3,2025-01-22,dropped,55.1,74.6
1450,501,5,2025-05-23,no_show,49.7,95.5
1451,501,5,2025-05-17,dropped,89.2,84.5
1452,501,2,2025-08-07,dropped,69.4,66.8
1453,502,4,2024-10-07,no_show,50.2,71.9
1454,502,2,2025-03-12,no_show,76.0,67.1
1455,502,4,2025-01-17,active,92.4,61.8
1456,502,1,2025-04-03,dropped,93.9,80.0
1457,502,1,2024-10-27,completed,69.5,32.6
1458,503,3,2025-06-14,active,66.2,92.6
1459,503,4,2025-07-08,active,78.1,95.1
1460,503,3,2025-05-02,no_show,49.0,34.5
1461,504,1,2025-04-16,completed,44.5,40.6
1462,504,1,2024-11-25,no_show,49.9,77.7
1463,504,4,2025-01-26,completed,66.0,58.1
1464,505,1,2025-05-21,completed,76.0,85.2
1465,505,3,2024-11-13,completed,59.9,47.8
1466,505,2,2025-03-25,dropped,71.7,61.2
1467,505,5,2025-07-09,active,99.5,59.9
1468,506,1,2025-03-15,completed,93.7,65.5
1469,507,2,2024-11-03,completed,45.5,87.1
1470,507,3,2025-01-04,completed,64.1,92.1
1471,507,1,2024-09-23,no_show,58.6,87.6
1472,508,1,2025-07-04,completed,77.8,91.3
1473,508,1,2024-10-08,active,50.0,83.4
1474,509,3,2025-02-02,no_show,93.3,31.6
1475,509,4,2024-10-21,completed,100.0,62.0
1476,510,3,2025-04-30,completed,94.4,52.3
1477,510,5,2025-03-30,dropped,69.1,39.9
1478,510,2,2024-09-03,completed,90.2,98.0
1479,510,3,2025-05-30,dropped,49.3,57.4
1480,511,3,2025-05-31,no_show,83.7,90.6
1481,511,1,2025-03-21,dropped,87.2,83.9
1482,511,2,2024-10-11,dropped,92.2,42.6
1483,511,5,2025-02-21,no_show,98.9,44.7
1484,511,2,2025-04-13,completed,87.5,77.4
1485,512,2,2024-12-21,completed,71.0,48.5
1486,512,1,2024-12-02,active,70.3,61.2
1487,512,1,2025-08-12,no_show,63.9,59.6
1488,512,3,2025-01-12,active,56.3,89.2
1489,512,1,2024-12-24,dropped,62.2,41.9
1490,513,4,2024-11-27,dropped,55.0,52.2
1491,513,1,2025-04-11,active,99.4,32.6
1492,513,2,2025-04-17,no_show,98.2,49.1
1493,513,1,2024-11-03,no_show,52.8,43.2
1494,514,5,2024-12-15,no_show,95.4,43.6
1495,514,4,2025-02-03,completed,48.1,66.6
1496,514,2,2024-12-15,dropped,71.5,71.2
1497,514,4,2024-09-07,dropped,83.6,58.9
1498,515,4,2024-09-17,completed,62.5,73.5
1499,515,5,2024-09-09,completed,75.5,32.8
1500,516,5,2024-11-18,no_show,57.8,45.4
1501,516,4,2025-06-27,dropped,67.4,74.6
1502,516,3,2025-03-19,active,63.8,82.5
1503,516,1,2025-08-22,no_show,89.1,37.6
1504,517,1,2024-12-31,dropped,69.1,51.6
1505,517,2,2025-07-04,active,78.7,93.0
1506,517,1,2024-11-01,completed,51.2,68.9
1507,517,5,2025-08-24,active,51.7,91.5
1508,517,4,2025-08-04,completed,48.9,57.2
1509,518,5,2025-01-12,completed,48.4,60.0
1510,518,3,2024-11-19,completed,57.2,33.2
1511,518,3,2024-10-16,no_show,87.8,69.3
1512,519,4,2025-05-17,completed,48.2,60.4
1513,519,5,2024-08-29,completed,61.4,97.3
1514,519,4,2025-05-08,no_show,59.8,84.5
1515,520,3,2025-04-24,dropped,44.5,37.3
1516,520,2,2024-10-22,dropped,80.0,70.8
1517,521,2,2025-07-06,dropped,44.1,53.5
1518,521,4,2025-06-23,no_show,84.6,62.6
1519,521,3,2025-08-03,active,92.3,99.3
1520,521,4,2024-11-30,active,56.6,63.5
1521,521,2,2024-09-02,dropped,72.4,30.4
1522,522,4,2024-10-25,completed,91.8,68.4
1523,523,2,2024-12-23,active,68.0,86.1
1524,524,2,2025-05-14,dropped,47.6,41.1
1525,524,5,2025-08-02,completed,76.8,53.1
1526,524,2,2025-07-20,dropped,94.5,96.7
1527,524,5,2024-12-27,no_show,54.0,87.8
1528,524,1,2025-08-02,no_show,50.5,73.3
1529,525,5,2024-10-22,no_show,84.1,97.9
1530,525,1,2025-08-04,completed,54.7,88.6
1531,525,4,2024-10-21,completed,76.1,62.5
1532,526,1,2025-05-19,no_show,48.2,58.8
1533,527,3,2024-09-16,dropped,81.6,97.8
1534,528,2,2025-07-07,no_show,52.8,40.6
1535,528,3,2025-04-16,dropped,68.5,40.2
1536,528,4,2025-07-18,completed,62.9,39.2
1537,529,4,2025-05-05,completed,45.1,90.3
1538,529,5,2024-10-12,dropped,83.6,42.9
1539,530,1,2025-04-16,completed,42.9,90.6
1540,530,4,2024-12-25,dropped,85.5,68.1
1541,530,5,2025-03-07,no_show,58.1,94.0
1542,530,3,2025-08-27,completed,90.1,39.7
1543,531,2,2025-04-17,completed,98.5,51.6
1544,531,4,2025-07-26,active,84.3,38.0
1545,532,3,2025-04-07,no_show,90.6,65.1
1546,533,1,2025-02-04,active,86.9,80.0
1547,533,4,2025-01-10,active,50.9,51.5
1548,534,4,2025-01-23,no_show,44.4,97.3
1549,534,4,2024-09-21,dropped,60.9,85.9
1550,535,3,2025-05-27,active,54.2,58.1
1551,536,4,2025-08-27,dropped,93.9,47.1
1552,536,3,2025-03-18,no_show,59.6,64.9
1553,536,4,2024-11-01,active,59.5,40.7
1554,537,3,2025-01-13,no_show,90.0,50.4
1555,537,3,2025-06-14,completed,95.2,42.7
1556,537,4,2025-02-17,no_show,68.5,31.4
1557,537,2,2025-02-11,dropped,64.4,49.0
1558,537,5,2025-01-29,completed,56.1,68.1
1559,538,4,2024-09-29,dropped,42.2,92.7
1560,538,4,2024-11-30,active,41.2,37.7
1561,538,3,2024-12-27,no_show,46.8,83.1
1562,539,2,2025-07-25,dropped,63.6,71.2
1563,539,2,2025-05-18,dropped,94.4,88.9
1564,539,3,2025-05-18,completed,59.0,63.6
1565,540,3,2024-11-19,no_show,74.0,43.6
1566,541,4,2025-07-30,dropped,61.9,73.0
1567,541,4,2025-07-21,no_show,76.0,86.4
1568,541,1,2024-11-04,completed,66.3,57.2
1569,541,3,2024-09-07,active,87.7,77.5
1570,541,5,2024-11-26,completed,65.5,84.4
1571,542,3,2025-07-24,completed,79.0,56.1
1572,543,2,2024-11-21,completed,45.8,57.3
1573,543,2,2025-03-05,dropped,42.6,32.5
1574,544,5,2025-01-12,dropped,54.6,63.3
1575,544,3,2024-12-14,dropped,96.1,87.1
1576,544,3,2024-11-16,dropped,92.4,37.4
1577,544,1,2025-08-10,active,80.0,61.7
1578,545,4,2025-04-07,dropped,62.4,49.4
1579,545,2,2025-01-31,no_show,73.9,79.3
1580,546,4,2025-08-22,dropped,46.8,89.2
1581,547,4,2025-08-05,completed,56.4,70.3
1582,547,5,2025-08-02,completed,77.0,89.2
1583,547,3,2025-08-04,completed,47.4,84.7
1584,547,1,2025-02-25,no_show,51.9,31.6
1585,548,4,2025-07-11,active,74.0,54.7
1586,549,1,2025-08-20,dropped,69.3,85.2
1587,549,3,2025-07-25,no_show,66.9,64.5
1588,550,5,2025-04-23,completed,93.4,30.4
1589,550,2,2024-11-08,active,45.9,30.7
1590,550,5,2025-08-01,dropped,47.8,78.8
1591,550,5,2025-04-12,dropped,86.1,30.4
1592,550,5,2025-06-19,dropped,95.6,85.7
1593,551,3,2025-02-02,no_show,53.9,75.7
1594,551,3,2025-04-06,dropped,50.0,41.7
1595,552,3,2025-08-28,completed,91.4,57.6
1596,552,5,2025-05-26,no_show,99.9,52.6
1597,553,3,2024-10-07,dropped,80.5,90.3
1598,553,4,2025-07-19,active,91.5,43.5
1599,553,3,2025-04-12,completed,76.2,90.0
1600,553,5,2025-04-10,active,93.4,53.5
1601,554,1,2024-09-21,dropped,75.4,64.8
1602,554,3,2025-06-12,dropped,83.2,52.3
1603,554,4,2025-07-10,active,82.4,79.6
1604,554,1,2025-01-07,dropped,64.2,48.7
1605,554,5,2025-06-28,no_show,41.2,74.1
1606,555,1,2025-04-20,dropped,93.0,89.9
1607,555,4,2025-04-24,active,57.2,83.7
1608,555,4,2025-05-27,completed,73.5,68.2
1609,555,3,2025-05-26,dropped,62.5,78.3
1610,556,1,2025-05-25,active,86.9,77.3
1611,556,2,2025-06-19,dropped,77.9,81.4
1612,557,2,2025-07-27,active,82.3,83.4
1613,558,1,2025-01-24,active,55.0,90.8
1614,558,5,2025-03-12,dropped,94.3,39.2
1615,558,4,2025-07-03,dropped,46.2,71.0
1616,558,1,2024-11-25,active,45.5,88.7
1617,559,1,2025-03-29,completed,88.4,65.8
1618,560,5,2025-05-19,no_show,58.2,45.2
1619,561,4,2025-07-09,dropped,59.6,38.3
1620,562,1,2024-10-10,dropped,94.6,50.9
1621,562,3,2024-11-17,completed,95.2,51.0
1622,562,3,2025-04-09,active,86.2,66.8
1623,563,3,2025-02-21,completed,57.7,93.8
1624,564,3,2025-03-03,completed,99.3,48.3
1625,564,2,2025-08-11,completed,73.8,83.5
1626,565,3,2024-11-18,no_show,58.5,59.3
1627,565,1,2025-02-10,completed,64.7,80.0
1628,566,3,2025-01-19,active,86.1,79.8
1629,566,4,2025-06-13,active,76.5,52.6
1630,566,1,2025-04-05,dropped,98.8,82.9
1631,566,4,2025-04-25,no_show,77.3,92.5
1632,567,5,2025-04-28,active,70.1,68.0
1633,568,2,2024-09-30,active,88.0,32.2
1634,568,5,2025-05-25,no_show,98.1,85.2
1635,568,2,2024-12-25,completed,59.2,56.2
1636,569,1,2025-01-19,dropped,86.7,98.1
1637,569,1,2025-03-18,dropped,65.6,50.3
1638,570,4,2025-05-09,no_show,69.0,37.6
1639,570,2,2025-03-19,dropped,66.0,58.2
1640,570,2,2025-01-10,no_show,94.1,47.6
1641,571,1,2024-11-20,dropped,70.3,62.9
1642,571,5,2024-10-03,active,57.0,82.7
1643,571,5,2024-09-20,no_show,68.9,89.5
1644,571,4,2025-04-08,no_show,98.2,73.0
1645,572,2,2024-12-08,active,98.4,93.0
1646,573,3,2025-05-27,no_show,82.4,61.9
1647,573,4,2024-10-08,dropped,49.1,94.6
1648,574,5,2025-04-25,active,46.9,98.4
1649,575,2,2025-02-13,dropped,85.0,35.0
1650,575,1,2025-08-09,dropped,42.6,45.7
1651,575,5,2025-08-21,dropped,54.0,57.0
1652,575,5,2025-07-29,no_show,69.9,50.1
1653,575,2,2025-03-08,completed,71.4,34.6
1654,576,5,2025-01-13,completed,88.0,37.6
1655,576,2,2024-10-18,no_show,75.3,85.7
1656,576,2,2024-09-15,completed,43.0,40.5
1657,576,3,2024-10-03,no_show,96.5,55.8
1658,577,5,2025-06-08,active,95.7,66.9
1659,577,2,2025-03-20,completed,57.4,94.8
1660,578,2,2025-06-12,no_show,87.1,58.3
1661,578,1,2025-01-25,no_show,55.7,43.1
1662,578,2,2025-06-16,no_show,96.5,70.0
1663,578,4,2025-05-31,active,43.4,89.3
1664,579,1,2024-10-25,completed,74.2,92.3
1665,579,4,2024-10-14,no_show,68.8,93.6
1666,580,1,2025-06-10,completed,65.0,97.2
1667,580,4,2024-09-23,no_show,95.4,68.2
1668,580,5,2024-12-18,no_show,74.1,73.5
1669,581,4,2025-04-26,active,73.7,62.3
1670,581,1,2025-02-10,active,67.3,52.7
1671,581,4,2024-09-19,no_show,52.7,95.5
1672,582,1,2024-11-13,completed,53.3,50.8
1673,582,5,2025-01-31,no_show,66.3,97.6
1674,583,1,2025-07-07,completed,51.9,96.8
1675,583,2,2024-11-03,no_show,80.9,71.5
1676,583,2,2024-11-30,completed,62.1,69.7
1677,584,5,2024-10-03,no_show,97.8,31.1
1678,584,1,2024-09-04,dropped,69.1,75.4
1679,585,1,2025-02-14,dropped,50.0,48.5
1680,585,4,2025-04-05,no_show,46.3,66.2
1681,585,2,2025-01-20,completed,86.0,78.2
1682,586,1,2024-11-19,no_show,95.0,65.1
1683,586,2,2025-02-03,active,47.9,44.2
1684,586,3,2024-09-24,completed,51.8,93.6
1685,586,1,2025-08-26,completed,51.8,70.6
1686,587,2,2024-12-24,completed,80.3,38.8
1687,587,3,2025-05-23,active,66.0,43.4
1688,587,1,2025-06-29,active,60.3,48.2
1689,587,5,2025-01-13,completed,45.0,70.0
1690,588,3,2025-08-17,completed,77.5,90.5
1691,588,1,2025-05-07,no_show,78.3,68.1
1692,588,5,2025-06-03,no_show,68.9,63.9
1693,588,5,2025-05-03,active,70.5,89.8
1694,588,1,2024-11-09,completed,88.3,45.1
1695,589,2,2025-01-13,completed,92.4,85.5
1696,589,3,2025-07-06,active,61.8,86.8
